control_domain,control_title,control_id,control_specification,control_type,genai_ops_processing_infrastructure_pi,model,orchestrated_services,application,is_relevant_phys,is_relevant_network,is_relevant_compute,is_relevant_storage,is_relevant_app,is_relevant_data,preparation_relevance,development_relevance,evaluation_validation_relevance,deployment_relevance,delivery_relevance,service_retirement_relevance,threat_model_manipulation,threat_data_poisoning,threat_sensitive_data_disclosure,threat_model_theft,threat_model_service_failure_malfunctioning,threat_insecure_supply_chain,threat_insecure_apps_plugins,threat_denial_of_service_dos,threat_loss_of_governance_compliance,relevant_stack_components,relevant_threat_categories,has_deployment_relevance,has_delivery_relevance,has_service_retirement_relevance,is_ai_specific,is_cloud_specific,is_cloud_and_ai_related
"Cryptography, Encryption & Key Management",Key Generation,CEK-10,Generate Cryptographic keys using industry accepted cryptographic libraries specifying the algorithm strength and the random number generator used.,Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),False,False,True,False,True,False,Data storage,,,"Orchestration, AI Services supply chain, AI applications","Maintenance, Continuous monitoring",Data deletion,True,True,True,True,True,True,True,True,True,"Compute, App","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
"Cryptography, Encryption & Key Management",Key Purpose,CEK-11,Manage cryptographic secret and private keys that are provisioned for a unique purpose.,Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),False,False,True,True,True,True,Data storage,Guardrails,,"Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True,"Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
"Cryptography, Encryption & Key Management",Key Rotation,CEK-12,"Rotate cryptographic keys in accordance with the calculated cryptoperiod, which includes provisions for considering the risk of information disclosure and legal and regulatory requirements.",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),False,True,True,True,True,True,Data storage,,,"Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True,"Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
"Cryptography, Encryption & Key Management",Key Revocation,CEK-13,"Define, implement and evaluate processes, procedures and technical measures to revoke and remove cryptographic keys prior to the end of its established cryptoperiod, when a key is compromised, or an entity is no longer part of the organization, which include provisions for legal and regulatory requirements.",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),Owned by the Application Provider (AP),False,False,True,True,True,True,Data storage,Guardrails,,"Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True,"Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
"Cryptography, Encryption & Key Management",Key Destruction,CEK-14,"Define, implement, and evaluate processes, procedures, and technical measures to securely destroy cryptographic keys when they are no longer needed, which include provisions for legal and regulatory requirements.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Application Provider-AI Customer (Shared AP-AIC),False,False,True,True,True,True,Data storage,,,"Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True,"Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
"Cryptography, Encryption & Key Management",Key Activation,CEK-15,"Define, implement and evaluate processes, procedures and technical measures to create keys in a pre-activated state when they have been generated but not authorized for use, which include provisions for legal and regulatory requirements.",Cloud & AI Related,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Application Provider (AP),False,False,True,True,True,False,Data storage,,,,Maintenance,"Archiving, Model disposal",True,True,True,True,True,True,True,True,True,"Compute, Storage, App","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",False,True,True,False,False,True
"Cryptography, Encryption & Key Management",Key Suspension,CEK-16,"Define, implement and evaluate processes, procedures and technical measures to monitor, review and approve key transitions from any state to/from suspension, which include provisions for legal and regulatory requirements.",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),Owned by the Application Provider (AP),False,False,True,True,True,True,Data storage,,,AI Services supply chain,"Operations, Maintenance, Continuous monitoring",Archiving,True,True,True,True,True,True,True,True,True,"Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
"Cryptography, Encryption & Key Management",Key Deactivation,CEK-17,"Define, implement and evaluate processes, procedures and technical measures to deactivate keys at the time of their expiration date, which include provisions for legal and regulatory requirements.",Cloud & AI Related,Shared across the supply chain,Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),False,False,True,True,True,True,Data storage,Training,,"Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True,"Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
"Cryptography, Encryption & Key Management",Key Archival,CEK-18,"Define, implement and evaluate processes, procedures and technical measures to manage archived keys in a secure repository requiring least privilege access, which include provisions for legal and regulatory requirements.",Cloud & AI Related,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),False,False,True,True,True,True,Data storage,,,"Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring","Archiving, Model disposal",True,True,True,True,True,True,True,True,True,"Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
"Cryptography, Encryption & Key Management",Key Compromise,CEK-19,"Define, implement and evaluate processes, procedures and technical measures to use compromised keys to encrypt information only in controlled circumstance, and thereafter exclusively for decrypting data and never for encrypting data, which include provisions for legal and regulatory requirements.",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),False,False,True,True,True,True,Data storage,,,,Maintenance,Data deletion,True,True,True,True,True,True,True,True,True,"Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",False,True,True,False,False,True
"Cryptography, Encryption & Key Management",Key Recovery,CEK-20,"Define, implement and evaluate processes, procedures and technical measures to assess the risk to operational continuity versus the risk of the keying material and the information it protects being exposed if control of the keying material is lost, which include provisions for legal and regulatory requirements.",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Owned by the Orchestrated Service Provider (OSP),Owned by the Application Provider (AP),False,False,True,True,True,True,Data storage,,,"Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True,"Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
"Cryptography, Encryption & Key Management",Key Inventory Management,CEK-21,"Define, implement and evaluate processes, procedures and technical measures in order for the key management system to track and report all cryptographic materials and changes in status, which include provisions for legal and regulatory requirements.",Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),Owned by the Application Provider (AP),False,True,True,True,True,True,"Data collection, Data curation, Data storage",Training,"Evaluation, Validation/Red Teaming, Re-evaluation","Orchestration, AI Services supply chain, AI applications","Operations, Maintenance, Continuous monitoring, Continuous improvement","Archiving, Data deletion, Model disposal",True,True,True,True,True,True,True,True,True,"Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
Datacenter Security,Off-Site Equipment Disposal Policy and Procedures,DCS-01,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures for the secure disposal of equipment used outside the organization's premises. If the equipment is not physically destroyed a data destruction procedure that renders recovery of information impossible must be applied. Review and update the policies and procedures at least annually, or upon significant changes.",Cloud & AI Related,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),True,True,True,True,True,True,"Data collection, Data curation, Data storage","Design, Training, Supply Chain","Evaluation, Re-evaluation, Validation/Red Teaming",AI Services supply chain,"Operations, Maintenance","Data deletion, Model disposal",False,False,True,True,False,False,False,False,True,"Phys, Network, Compute, Storage, App, Data","Sensitive data disclosure, Model theft, Loss of governance/compliance",True,True,True,False,False,True
Datacenter Security,Off-Site Transfer Authorization Policy and Procedures,DCS-02,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures for the relocation or transfer of hardware, software, or data/information to an offsite or alternate location. The relocation or transfer request requires the written or cryptographically verifiable authorization. Review and update the policies and procedures at least annually, or upon significant changes.",Cloud & AI Related,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),True,True,True,True,True,True,"Data storage, Resource provisioning",,,"AI Services supply chain, AI applications","Operations, Maintenance","Archiving, Data deletion, Model disposal",False,False,True,True,True,True,False,False,True,"Phys, Network, Compute, Storage, App, Data","Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Loss of governance/compliance",True,True,True,False,False,True
Datacenter Security,Secure Area Policy and Procedures,DCS-03,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures for maintaining a safe and secure working environment in offices, rooms, and facilities. Review and update the policies and procedures at least annually, or upon significant changes.",Cloud-Specific,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),True,True,False,False,False,False,"Data storage, Resource provisioning, Team and expertise",,,"Orchestration, AI Services supply chain","Operations, Maintenance","Archiving, Data deletion, Model disposal",False,False,True,True,True,True,False,True,True,"Phys, Network","Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,True,False
Datacenter Security,Secure Media Transportation Policy and Procedures,DCS-04,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures for the secure transportation of physical media. Review and update the policies and procedures at least annually, or upon significant changes.",Cloud-Specific,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),True,False,False,False,False,False,Data storage,,,AI Services supply chain,,Archiving,False,False,True,True,False,True,False,False,False,Phys,"Sensitive data disclosure, Model theft, Insecure supply chain",True,False,True,False,True,False
Datacenter Security,Assets Classification,DCS-05,"Classify and document the physical, and logical assets (e.g., applications) based on the organizational business risk. Review and update the assets’ classification at least annually or upon significant changes.",Cloud & AI Related,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,"Data curation, Resource provisioning",,,,Operations,,True,True,True,True,True,True,True,False,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance",False,True,False,False,False,True
Datacenter Security,Assets Cataloguing and Tracking,DCS-06,Catalogue and track all relevant physical and logical assets located at all of the service providers sites within a secured system. Review and update the catalogue at least annually or upon significant changes.,Cloud & AI Related,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,True,Resource provisioning,,,"AI Services supply chain, AI applications",Operations,,True,True,True,True,True,True,True,False,True,"Phys, Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance",True,True,False,False,False,True
Datacenter Security,Controlled Physical Access Points,DCS-07,"Design and implement physical security perimeters to safeguard personnel, data, and information systems.",Cloud-Specific,Owned by the Cloud Service Provider (CSP),Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,False,False,False,False,False,Data storage,,,,Operations,,True,True,True,True,True,True,True,True,True,Phys,"Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",False,True,False,False,True,False
Datacenter Security,Equipment Identification,DCS-08,Use equipment identification as a method for connection authentication.,Cloud-Specific,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,True,False,,,,,Operations,,False,False,True,True,False,False,False,False,False,"Phys, Network, Compute, Storage, App","Sensitive data disclosure, Model theft",False,True,False,False,True,False
Datacenter Security,Secure Area Authorization,DCS-09,"Allow only authorized personnel access to secure areas, with all ingress and egress points restricted, documented, and monitored by physical access control mechanisms. Retain access control records on a periodic basis as deemed appropriate by the organization.",Cloud-Specific,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,False,False,False,False,False,,,,,Operations,,False,False,True,True,False,False,False,False,False,Phys,"Sensitive data disclosure, Model theft",False,True,False,False,True,False
Datacenter Security,Surveillance System,DCS-10,"Implement, maintain, and operate datacenter surveillance systems at the external perimeter and at all the ingress and egress points to detect unauthorized ingress and egress attempts.",Cloud-Specific,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,False,False,False,False,False,,,,,Operations,,False,False,False,True,False,False,False,True,True,Phys,"Model theft, Denial of Service (DoS), Loss of governance/compliance",False,True,False,False,True,False
Datacenter Security,Adverse Event Response Training,DCS-11,"Train datacenter personnel to safely manage adverse events, including but not limited to unauthorized ingress and egress attempts.",Cloud-Specific,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,False,False,False,False,False,Team and expertise,,,,Operations,,False,False,True,True,False,False,False,True,False,Phys,"Sensitive data disclosure, Model theft, Denial of Service (DoS)",False,True,False,False,True,False
Datacenter Security,Cabling Security,DCS-12,"Define, implement and evaluate processes, procedures and technical measures that ensure a risk-based protection of power and telecommunication cables from a threat of interception, interference or damage at all facilities, offices and rooms.",Cloud-Specific,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,False,False,,,,,Operations,,False,False,True,False,True,False,False,True,True,"Phys, Network, Compute, Storage","Sensitive data disclosure, Model/Service Failure/Malfunctioning, Denial of Service (DoS), Loss of governance/compliance",False,True,False,False,True,False
Datacenter Security,Environmental Systems,DCS-13,"Implement and maintain data center environmental control systems that monitor, maintain and test for continual effectiveness the temperature and humidity conditions within accepted industry standards.",Cloud-Specific,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,False,False,False,False,False,,,,,Operations,,False,False,False,False,True,False,False,True,False,Phys,"Model/Service Failure/Malfunctioning, Denial of Service (DoS)",False,True,False,False,True,False
Datacenter Security,Secure Utilities,DCS-14,"Secure, monitor, maintain, and test utilities services for continual effectiveness at planned intervals.",Cloud-Specific,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,False,False,False,False,,,,,Operations,,False,False,False,False,True,False,False,True,False,"Phys, Network","Model/Service Failure/Malfunctioning, Denial of Service (DoS)",False,True,False,False,True,False
Datacenter Security,Equipment Location,DCS-15,Keep business-critical equipment away from locations subject to high probability for environmental risk events.,Cloud-Specific,Owned by the Cloud Service Provider (CSP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),True,True,True,True,False,False,,,,,Operations,,False,False,False,False,True,False,False,True,True,"Phys, Network, Compute, Storage","Model/Service Failure/Malfunctioning, Denial of Service (DoS), Loss of governance/compliance",False,True,False,False,True,False
Data Security and Privacy Lifecycle Management,Security and Privacy Policy and Procedures,DSP-01,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures for the classification, protection, preparation and handling of data throughout its lifecycle, and according to all applicable laws and regulations,standards, and risk level. Review and update the policies and procedures at least annually.",Cloud & AI Related,Owned by the Customer (AIC),Owned by the Customer (AIC),Shared across the supply chain,Shared Application Provider-AI Customer (Shared AP-AIC),False,False,False,True,True,True,"Data curation, Data storage, Team and expertise","Design, Guardrails","Evaluation, Validation/Red Teaming","Orchestration, AI Services supply chain","Operations, Continuous monitoring, Continuous improvement","Data deletion, Model disposal",False,False,True,False,False,False,False,False,True,"Storage, App, Data","Sensitive data disclosure, Loss of governance/compliance",True,True,True,False,False,True
Data Security and Privacy Lifecycle Management,Secure Disposal,DSP-02,Apply industry accepted methods for the secure disposal of data from storage media such that data is not recoverable by any forensic means.,Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Shared Orchestrated Service Provider-Application Provider (Shared OSP-AP),Shared Application Provider-AI Customer (Shared AP-AIC),True,True,True,True,False,True,Data storage,Guardrails,Evaluation,AI Services supply chain,"Operations, Maintenance","Data deletion, Model disposal",False,False,True,False,False,False,False,False,True,"Phys, Network, Compute, Storage, Data","Sensitive data disclosure, Loss of governance/compliance",True,True,True,False,False,True
Data Security and Privacy Lifecycle Management,Data Inventory,DSP-03,"Create and maintain a data inventory, at least for any sensitive, regulated and personal data. Review and update the inventory at least annually or upon significant changes.",Cloud & AI Related,Owned by the Customer (AIC),Owned by the Customer (AIC),Owned by the Customer (AIC),Owned by the Customer (AIC),False,False,False,True,True,True,"Data storage, Data collection",Design,Evaluation,"Orchestration, AI Services supply chain","Operations, Maintenance, Continuous monitoring",Data deletion,False,False,True,False,False,False,False,False,True,"Storage, App, Data","Sensitive data disclosure, Loss of governance/compliance",True,True,True,False,False,True
Data Security and Privacy Lifecycle Management,Data Classification,DSP-04,Classify data according to its type and sensitivity level.,Cloud & AI Related,Owned by the Customer (AIC),Owned by the Customer (AIC),Owned by the Customer (AIC),Owned by the Customer (AIC),False,False,False,True,True,True,"Data collection, Data storage","Design, Guardrails",Evaluation,"Orchestration, AI Services supply chain","Operations, Maintenance, Continuous monitoring","Data deletion, Archiving",False,False,True,False,False,False,False,False,True,"Storage, App, Data","Sensitive data disclosure, Loss of governance/compliance",True,True,True,False,False,True
Data Security and Privacy Lifecycle Management,Data Flow Documentation,DSP-05,"Create data flow documentation to identify what data is processed, stored or transmitted where. Review data flow documentation at defined intervals, at least annually, and after any change.",Cloud & AI Related,Owned by the Customer (AIC),Owned by the Model Provider (MP),Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Application Provider (AP),False,True,True,True,True,True,"Data collection, Resource provisioning",Design,Evaluation,"Orchestration, AI Services supply chain","Operations, Maintenance, Continuous monitoring","Archiving, Data deletion",False,False,True,False,False,True,False,False,True,"Network, Compute, Storage, App, Data","Sensitive data disclosure, Insecure supply chain, Loss of governance/compliance",True,True,True,False,False,True
Data Security and Privacy Lifecycle Management,Data Ownership and Stewardship,DSP-06,Document ownership and stewardship of all relevant documented personal and sensitive data. Perform review at least annually.,Cloud & AI Related,Shared Cloud Service Provider-Model Provider (Shared CSP-MP),Owned by the Model Provider (MP),Shared Model Provider-Orchestrated Service Provider (Shared MP-OSP),Owned by the Application Provider (AP),False,False,False,False,False,False,Team and expertise,Guardrails,Evaluation,"Orchestration, AI Services supply chain","Operations, Maintenance, Continuous monitoring","Data deletion, Model disposal",False,False,True,False,False,True,False,False,True,,"Sensitive data disclosure, Insecure supply chain, Loss of governance/compliance",True,True,True,False,False,True
Data Security and Privacy Lifecycle Management,Data Protection by Design and Default,DSP-07,"Develop systems, products, and business practices based upon a principle of security by design and industry best practices.",Cloud & AI Related,Owned by the Customer (AIC),Owned by the Customer (AIC),Owned by the Customer (AIC),Owned by the Customer (AIC),False,True,True,True,True,True,"Resource provisioning, Team and expertise","Design, Guardrails","Evaluation, Validation/Red Teaming","Orchestration, AI Services supply chain","Operations, Maintenance, Continuous monitoring",Model disposal,True,True,True,True,True,True,True,True,True,"Network, Compute, Storage, App, Data","Model manipulation, Data poisoning, Sensitive data disclosure, Model theft, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Denial of Service (DoS), Loss of governance/compliance",True,True,True,False,False,True
Data Security and Privacy Lifecycle Management,Data Privacy by Design and Default,DSP-08,"Develop systems, products, and business practices based upon a principle of privacy by design and industry best practices. Ensure that systems' privacy settings are configured by default, according to all applicable laws and regulations.",Cloud & AI Related,Owned by the Customer (AIC),Owned by the Customer (AIC),Owned by the Customer (AIC),Owned by the Customer (AIC),False,True,True,True,True,True,"Data collection, Resource provisioning","Design, Guardrails",Evaluation,"Orchestration, AI Services supply chain","Operations, Maintenance, Continuous monitoring","Data deletion, Model disposal",False,False,True,False,True,True,True,False,True,"Network, Compute, Storage, App, Data","Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance",True,True,True,False,False,True
Data Security and Privacy Lifecycle Management,Data Protection Impact Assessment,DSP-09,"Conduct a Data Protection Impact Assessment (DPIA) to evaluate the origin, nature, particularity and severity of the risks upon the processing of personal data, according to any applicable laws, regulations and industry best practices.",Cloud & AI Related,Owned by the Customer (AIC),Owned by the Customer (AIC),Owned by the Customer (AIC),Owned by the Customer (AIC),False,True,True,False,False,True,"Data collection, Data curation, Team and expertise","Design, Guardrails","Evaluation, Validation/Red Teaming","Orchestration, AI Services supply chain","Operations, Maintenance, Continuous monitoring","Data deletion, Archiving",False,False,True,False,False,True,False,False,True,"Network, Compute, Data","Sensitive data disclosure, Insecure supply chain, Loss of governance/compliance",True,True,True,False,False,True
Data Security and Privacy Lifecycle Management,Sensitive Data Transfer,DSP-10,"Define, implement and evaluate processes, procedures and technical measures that ensure any transfer of personal or sensitive data is protected from unauthorized access and only processed within scope as permitted by the respective laws and regulations.",Cloud & AI Related,Owned by the Customer (AIC),Owned by the Customer (AIC),Owned by the Customer (AIC),Owned by the Customer (AIC),False,True,True,False,True,True,"Resource provisioning, Team and expertise","Design, Guardrails","Evaluation, Validation/Red Teaming","Orchestration, AI Services supply chain","Operations, Maintenance, Continuous monitoring","Data deletion, Archiving",False,False,True,False,False,True,True,False,True,"Network, Compute, App, Data","Sensitive data disclosure, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance",True,True,True,False,False,True
Data Security and Privacy Lifecycle Management,"Personal Data Access, Reversal, Rectification and Deletion",DSP-11,"Define and implement, processes, procedures and technical measures to enable data subjects to request access to, modification, or deletion of their personal data, according to any applicable laws and regulations.",Cloud & AI Related,Owned by the Customer (AIC),Owned by the Customer (AIC),Owned by the Customer (AIC),Owned by the Customer (AIC),False,False,False,True,True,True,"Team and expertise, Data curation","Design, Guardrails","Evaluation, Validation/Red Teaming","Orchestration, AI Services supply chain","Operations, Maintenance, Continuous monitoring",Data deletion,False,False,True,False,True,True,True,False,True,"Storage, App, Data","Sensitive data disclosure, Model/Service Failure/Malfunctioning, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance",True,True,True,False,False,True
Data Security and Privacy Lifecycle Management,Limitation of Purpose in Personal Data Processing,DSP-12,"Define, implement and evaluate processes, procedures and technical measures to ensure that personal data is processed according to any applicable laws and regulations and for the purposes declared to the data subject.",Cloud & AI Related,Owned by the Customer (AIC),Owned by the Customer (AIC),Owned by the Customer (AIC),Owned by the Customer (AIC),False,True,True,True,True,True,"Data collection, Resource provisioning","Design, Guardrails","Evaluation, Validation/Red Teaming","Orchestration, AI Services supply chain","Operations, Maintenance, Continuous monitoring","Data deletion, Archiving",False,False,True,False,False,True,True,False,True,"Network, Compute, Storage, App, Data","Sensitive data disclosure, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance",True,True,True,False,False,True
Data Security and Privacy Lifecycle Management,Personal Data Sub-processing,DSP-13,"Define, implement and evaluate processes, procedures and technical measures for the transfer and sub-processing of personal data within the service supply chain, according to any applicable laws and regulations.",Cloud & AI Related,Owned by the Customer (AIC),Owned by the Customer (AIC),Owned by the Customer (AIC),Owned by the Customer (AIC),False,False,False,False,True,True,"Resource provisioning, Team and expertise","Design, Guardrails","Evaluation, Validation/Red Teaming","Orchestration, AI Services supply chain","Operations, Maintenance, Continuous monitoring",Data deletion,False,False,True,False,False,True,True,False,True,"App, Data","Sensitive data disclosure, Insecure supply chain, Insecure apps/plugins, Loss of governance/compliance",True,True,True,False,False,True
